order_id,order_date,category,region,payment_mode,quantity,unit_price,discount_pct,revenue,cost,profit,profit_margin,returned,month,month_name,quarter,week
36,2023-01-01 06:06:55.160303206,Books,North,UPI,1,443.56,0.0,443.56,231.46,212.1,47.82,0,1,Jan,1,52
37,2023-01-01 06:17:24.164883297,Clothing,South,Credit Card,1,3789.32,10.0,3410.39,2353.0,1057.39,31.0,0,1,Jan,1,52
38,2023-01-01 06:27:53.169463389,Electronics,Central,Credit Card,4,64184.6,0.0,256738.4,146350.06,110388.34,43.0,0,1,Jan,1,52
39,2023-01-01 06:38:22.174043480,Sports,North,Debit Card,4,4256.39,30.0,11917.89,10811.27,1106.62,9.29,0,1,Jan,1,52
40,2023-01-01 06:48:51.178623572,Clothing,West,Credit Card,3,3190.53,0.0,9571.59,6626.32,2945.27,30.77,0,1,Jan,1,52
41,2023-01-01 06:59:20.183203664,Electronics,North,COD,5,7825.33,10.0,35213.98,23162.09,12051.89,34.22,0,1,Jan,1,52
42,2023-01-01 07:09:49.187783755,Home & Kitchen,South,COD,1,9556.1,0.0,9556.1,4689.21,4866.89,50.93,0,1,Jan,1,52
43,2023-01-01 07:20:18.192363847,Electronics,West,UPI,2,23769.58,0.0,47539.16,29616.85,17922.31,37.7,0,1,Jan,1,52
44,2023-01-01 07:30:47.196943938,Beauty,South,Credit Card,4,2331.0,10.0,8391.6,5770.41,2621.19,31.24,0,1,Jan,1,52
45,2023-01-01 07:41:16.201524030,Clothing,North,Net Banking,2,2777.29,0.0,5554.58,3207.84,2346.74,42.25,0,1,Jan,1,52
46,2023-01-01 07:51:45.206104122,Sports,East,Debit Card,4,10156.16,15.0,34530.94,23450.02,11080.92,32.09,0,1,Jan,1,52
47,2023-01-01 08:02:14.210684213,Clothing,Central,COD,1,1994.5,0.0,1994.5,1155.95,838.55,42.04,0,1,Jan,1,52
48,2023-01-01 08:12:43.215264305,Home & Kitchen,Central,UPI,5,13096.11,5.0,62206.52,34512.09,27694.43,44.52,0,1,Jan,1,52
49,2023-01-01 08:23:12.219844396,Home & Kitchen,East,Credit Card,1,1451.38,0.0,1451.38,703.38,748.0,51.54,0,1,Jan,1,52
50,2023-01-01 08:33:41.224424488,Electronics,East,Credit Card,3,24259.48,15.0,61861.67,37013.33,24848.34,40.17,0,1,Jan,1,52
51,2023-01-01 08:44:10.229004580,Beauty,East,COD,2,1176.19,10.0,2117.14,1263.1,854.04,40.34,0,1,Jan,1,52
52,2023-01-01 08:54:39.233584671,Sports,South,Net Banking,3,7188.61,0.0,21565.83,11059.4,10506.43,48.72,0,1,Jan,1,52
53,2023-01-01 09:05:08.238164763,Beauty,West,Credit Card,2,2396.46,0.0,4792.92,2365.82,2427.1,50.64,0,1,Jan,1,52
54,2023-01-01 09:15:37.242744854,Books,East,Credit Card,1,492.86,10.0,443.57,329.89,113.68,25.63,0,1,Jan,1,52
55,2023-01-01 09:26:06.247324946,Home & Kitchen,South,Credit Card,4,15300.57,5.0,58142.17,39807.58,18334.59,31.53,1,1,Jan,1,52
56,2023-01-01 09:36:35.251905038,Beauty,North,COD,2,1748.72,0.0,3497.44,2307.92,1189.52,34.01,0,1,Jan,1,52
57,2023-01-01 09:47:04.256485129,Electronics,North,Debit Card,3,54830.24,0.0,164490.72,74474.28,90016.44,54.72,0,1,Jan,1,52
58,2023-01-01 09:57:33.261065221,Electronics,East,Credit Card,2,52831.13,0.0,105662.26,73168.71,32493.55,30.75,0,1,Jan,1,52
59,2023-01-01 10:08:02.265645312,Electronics,North,UPI,2,24985.92,0.0,49971.84,31565.62,18406.22,36.83,0,1,Jan,1,52
60,2023-01-01 10:18:31.270225404,Clothing,East,COD,5,2205.55,10.0,9924.98,7686.16,2238.82,22.56,0,1,Jan,1,52
61,2023-01-01 10:29:00.274805496,Clothing,North,Net Banking,2,4968.65,5.0,9440.44,5486.45,3953.99,41.88,0,1,Jan,1,52
62,2023-01-01 10:39:29.279385587,Clothing,North,Credit Card,2,592.7,0.0,1185.4,711.84,473.56,39.95,0,1,Jan,1,52
63,2023-01-01 10:49:58.283965679,Books,West,Debit Card,2,488.53,0.0,977.06,479.4,497.66,50.93,0,1,Jan,1,52
64,2023-01-01 11:00:27.288545770,Clothing,West,Credit Card,5,2239.5,0.0,11197.5,6595.6,4601.9,41.1,0,1,Jan,1,52
65,2023-01-01 11:10:56.293125862,Clothing,North,COD,4,1977.12,5.0,7513.06,3969.14,3543.92,47.17,0,1,Jan,1,52
66,2023-01-01 11:21:25.297705954,Home & Kitchen,West,Net Banking,5,8855.24,0.0,44276.2,25442.97,18833.23,42.54,0,1,Jan,1,52
67,2023-01-01 11:31:54.302286045,Electronics,East,UPI,2,67705.31,0.0,135410.62,78709.52,56701.1,41.87,0,1,Jan,1,52
68,2023-01-01 11:42:23.306866137,Books,Central,Credit Card,5,1176.59,30.0,4118.06,3315.05,803.01,19.5,0,1,Jan,1,52
69,2023-01-01 11:52:52.311446228,Electronics,East,COD,1,69012.17,15.0,58660.34,44691.35,13968.99,23.81,0,1,Jan,1,52
70,2023-01-01 12:03:21.316026320,Beauty,West,UPI,1,1036.0,0.0,1036.0,572.05,463.95,44.78,0,1,Jan,1,52
71,2023-01-01 12:13:50.320606412,Sports,South,Credit Card,5,7767.14,15.0,33010.34,26618.59,6391.75,19.36,0,1,Jan,1,52
72,2023-01-01 12:24:19.325186503,Electronics,North,UPI,3,50895.99,0.0,152687.97,100227.23,52460.74,34.36,0,1,Jan,1,52
73,2023-01-01 12:34:48.329766595,Electronics,West,Credit Card,2,5607.26,0.0,11214.52,7443.68,3770.84,33.62,0,1,Jan,1,52
74,2023-01-01 12:45:17.334346686,Books,West,UPI,2,276.17,10.0,497.11,353.77,143.34,28.83,0,1,Jan,1,52
75,2023-01-01 12:55:46.338926778,Sports,West,Credit Card,2,9747.28,10.0,17545.1,12540.36,5004.74,28.53,0,1,Jan,1,52
76,2023-01-01 13:06:15.343506870,Sports,East,Credit Card,1,8722.03,0.0,8722.03,3986.78,4735.25,54.29,0,1,Jan,1,52
77,2023-01-01 13:16:44.348086961,Sports,North,COD,4,9822.65,0.0,39290.6,18950.55,20340.05,51.77,0,1,Jan,1,52
78,2023-01-01 13:27:13.352667053,Electronics,Central,Credit Card,2,68726.15,15.0,116834.45,91534.11,25300.34,21.65,0,1,Jan,1,52
79,2023-01-01 13:37:42.357247144,Clothing,West,Net Banking,1,2102.43,0.0,2102.43,1415.07,687.36,32.69,0,1,Jan,1,52
80,2023-01-01 13:48:11.361827236,Electronics,South,Credit Card,2,12397.54,10.0,22315.57,14827.67,7487.9,33.55,0,1,Jan,1,52
81,2023-01-01 13:58:40.366407328,Books,North,Net Banking,5,760.21,0.0,3801.05,2538.6,1262.45,33.21,0,1,Jan,1,52
82,2023-01-01 14:09:09.370987419,Home & Kitchen,Central,COD,4,16729.61,15.0,56880.67,44792.12,12088.55,21.25,0,1,Jan,1,52
83,2023-01-01 14:19:38.375567511,Clothing,South,Credit Card,1,1390.99,10.0,1251.89,683.2,568.69,45.43,0,1,Jan,1,52
84,2023-01-01 14:30:07.380147602,Electronics,Central,COD,3,34642.48,5.0,98731.07,49356.42,49374.65,50.01,0,1,Jan,1,52
85,2023-01-01 14:40:36.384727694,Clothing,Central,Debit Card,1,661.07,10.0,594.96,449.18,145.78,24.5,1,1,Jan,1,52
86,2023-01-01 14:51:05.389307786,Clothing,North,UPI,1,2478.39,5.0,2354.47,1407.72,946.75,40.21,0,1,Jan,1,52
87,2023-01-01 15:01:34.393887877,Sports,East,COD,4,5063.2,15.0,17214.88,12980.46,4234.42,24.6,0,1,Jan,1,52
88,2023-01-01 15:12:03.398467969,Sports,South,Credit Card,4,10009.53,5.0,38036.21,25764.63,12271.58,32.26,0,1,Jan,1,52
89,2023-01-01 15:22:32.403048060,Books,West,UPI,1,562.65,20.0,450.12,303.85,146.27,32.5,0,1,Jan,1,52
90,2023-01-01 15:33:01.407628152,Home & Kitchen,Central,Credit Card,4,14163.99,30.0,39659.17,37557.32,2101.85,5.3,0,1,Jan,1,52
91,2023-01-01 15:43:30.412208244,Electronics,South,Debit Card,4,18328.33,0.0,73313.32,34128.41,39184.91,53.45,1,1,Jan,1,52
92,2023-01-01 15:53:59.416788335,Sports,North,COD,5,11618.83,0.0,58094.15,33362.35,24731.8,42.57,0,1,Jan,1,52
93,2023-01-01 16:04:28.421368427,Sports,South,Net Banking,1,6065.51,5.0,5762.23,4216.08,1546.15,26.83,0,1,Jan,1,52
94,2023-01-01 16:14:57.425948518,Home & Kitchen,West,Credit Card,1,9879.05,30.0,6915.33,5566.02,1349.31,19.51,0,1,Jan,1,52
95,2023-01-01 16:25:26.430528610,Sports,West,Credit Card,1,3525.76,5.0,3349.47,1916.24,1433.23,42.79,0,1,Jan,1,52
96,2023-01-01 16:35:55.435108702,Home & Kitchen,North,UPI,2,15158.87,0.0,30317.74,15758.55,14559.19,48.02,0,1,Jan,1,52
97,2023-01-01 16:46:24.439688793,Home & Kitchen,South,Credit Card,2,6183.5,15.0,10511.95,7560.43,2951.52,28.08,0,1,Jan,1,52
98,2023-01-01 16:56:53.444268885,Clothing,East,UPI,2,4512.63,10.0,8122.73,4148.47,3974.26,48.93,0,1,Jan,1,52
99,2023-01-01 17:07:22.448848976,Electronics,East,Debit Card,2,34671.09,15.0,58940.85,34244.29,24696.56,41.9,0,1,Jan,1,52
100,2023-01-01 17:17:51.453429068,Electronics,Central,COD,1,41525.27,10.0,37372.74,22603.59,14769.15,39.52,0,1,Jan,1,52
101,2023-01-01 17:28:20.458009160,Electronics,Central,Credit Card,5,39662.52,10.0,178481.34,127380.39,51100.95,28.63,0,1,Jan,1,52
102,2023-01-01 17:38:49.462589251,Sports,South,Credit Card,1,9211.58,5.0,8751.0,5070.57,3680.43,42.06,0,1,Jan,1,52
103,2023-01-01 17:49:18.467169343,Clothing,Central,Credit Card,3,3093.58,10.0,8352.67,4824.63,3528.04,42.24,0,1,Jan,1,52
104,2023-01-01 17:59:47.471749434,Home & Kitchen,West,Net Banking,4,11694.25,10.0,42099.3,24951.92,17147.38,40.73,0,1,Jan,1,52
105,2023-01-01 18:10:16.476329526,Beauty,North,UPI,1,674.52,0.0,674.52,388.52,286.0,42.4,0,1,Jan,1,52
106,2023-01-01 18:20:45.480909618,Electronics,Central,Credit Card,1,26121.65,10.0,23509.48,17280.07,6229.41,26.5,0,1,Jan,1,52
107,2023-01-01 18:31:14.485489709,Clothing,East,Debit Card,5,2893.14,15.0,12295.84,7783.29,4512.55,36.7,0,1,Jan,1,52
108,2023-01-01 18:41:43.490069801,Sports,West,Credit Card,3,14953.4,5.0,42617.19,31223.7,11393.49,26.73,1,1,Jan,1,52
109,2023-01-01 18:52:12.494649892,Electronics,East,Net Banking,5,33528.76,20.0,134115.04,111029.29,23085.75,17.21,0,1,Jan,1,52
110,2023-01-01 19:02:41.499229984,Electronics,Central,Debit Card,3,30408.1,10.0,82101.87,61637.68,20464.19,24.93,0,1,Jan,1,52
111,2023-01-01 19:13:10.503810076,Clothing,Central,Debit Card,5,2043.91,0.0,10219.55,5354.65,4864.9,47.6,0,1,Jan,1,52
112,2023-01-01 19:23:39.508390167,Electronics,West,Net Banking,2,67202.87,30.0,94084.02,78845.17,15238.85,16.2,0,1,Jan,1,52
113,2023-01-01 19:34:08.512970259,Beauty,East,Credit Card,4,2034.41,10.0,7323.88,3695.84,3628.04,49.54,0,1,Jan,1,52
114,2023-01-01 19:44:37.517550351,Books,North,Debit Card,4,1100.69,15.0,3742.35,1988.98,1753.37,46.85,0,1,Jan,1,52
115,2023-01-01 19:55:06.522130442,Sports,North,Net Banking,2,2078.3,0.0,4156.6,2059.94,2096.66,50.44,0,1,Jan,1,52
116,2023-01-01 20:05:35.526710534,Books,West,COD,3,935.3,20.0,2244.72,1834.02,410.7,18.3,0,1,Jan,1,52
117,2023-01-01 20:16:04.531290625,Books,Central,Debit Card,3,600.46,20.0,1441.1,816.23,624.87,43.36,0,1,Jan,1,52
118,2023-01-01 20:26:33.535870717,Electronics,West,Credit Card,1,68075.69,5.0,64671.91,40642.43,24029.48,37.16,0,1,Jan,1,52
119,2023-01-01 20:37:02.540450809,Books,East,UPI,1,396.79,10.0,357.11,245.57,111.54,31.23,0,1,Jan,1,52
120,2023-01-01 20:47:31.545030900,Home & Kitchen,North,Credit Card,4,3055.94,15.0,10390.2,7197.6,3192.6,30.73,0,1,Jan,1,52
121,2023-01-01 20:58:00.549610992,Books,Central,Debit Card,5,923.17,30.0,3231.09,2905.27,325.82,10.08,0,1,Jan,1,52
122,2023-01-01 21:08:29.554191083,Books,East,Net Banking,3,415.72,0.0,1247.16,665.97,581.19,46.6,0,1,Jan,1,52
123,2023-01-01 21:18:58.558771175,Clothing,North,UPI,3,2603.13,20.0,6247.51,3995.75,2251.76,36.04,0,1,Jan,1,52
124,2023-01-01 21:29:27.563351267,Electronics,North,UPI,4,22356.67,0.0,89426.68,54405.67,35021.01,39.16,0,1,Jan,1,52
125,2023-01-01 21:39:56.567931358,Electronics,South,UPI,5,54311.62,0.0,271558.1,160056.84,111501.26,41.06,0,1,Jan,1,52
126,2023-01-01 21:50:25.572511450,Clothing,Central,UPI,3,2831.8,0.0,8495.4,4121.51,4373.89,51.49,0,1,Jan,1,52
127,2023-01-01 22:00:54.577091541,Books,West,Credit Card,3,720.98,30.0,1514.06,1229.49,284.57,18.8,0,1,Jan,1,52
128,2023-01-01 22:11:23.581671633,Books,South,COD,4,890.62,15.0,3028.11,1817.97,1210.14,39.96,0,1,Jan,1,52
129,2023-01-01 22:21:52.586251725,Electronics,North,COD,4,8157.38,15.0,27735.09,15072.56,12662.53,45.66,0,1,Jan,1,52
130,2023-01-01 22:32:21.590831816,Home & Kitchen,Central,Debit Card,3,1189.08,0.0,3567.24,2141.28,1425.96,39.97,0,1,Jan,1,52
131,2023-01-01 22:42:50.595411908,Clothing,Central,UPI,3,779.14,15.0,1986.81,1620.47,366.34,18.44,0,1,Jan,1,52
132,2023-01-01 22:53:19.599991999,Electronics,South,Net Banking,5,38562.69,5.0,183172.78,90942.86,92229.92,50.35,0,1,Jan,1,52
133,2023-01-01 23:03:48.604572091,Electronics,East,COD,2,30755.67,15.0,52284.64,29029.49,23255.15,44.48,0,1,Jan,1,52
134,2023-01-01 23:14:17.609152183,Clothing,East,Net Banking,3,1563.63,0.0,4690.89,3023.73,1667.16,35.54,0,1,Jan,1,52
135,2023-01-01 23:24:46.613732274,Beauty,West,Net Banking,4,2671.64,0.0,10686.56,7364.01,3322.55,31.09,0,1,Jan,1,52
136,2023-01-01 23:35:15.618312366,Clothing,Central,UPI,1,4466.63,0.0,4466.63,2478.34,1988.29,44.51,0,1,Jan,1,52
137,2023-01-01 23:45:44.622892457,Home & Kitchen,South,UPI,2,5059.41,0.0,10118.82,5773.22,4345.6,42.95,0,1,Jan,1,52
138,2023-01-01 23:56:13.627472549,Sports,North,Debit Card,1,12389.19,15.0,10530.81,5785.05,4745.76,45.07,0,1,Jan,1,52
139,2023-01-02 00:06:42.632052641,Clothing,East,UPI,2,2662.45,15.0,4526.16,2922.89,1603.27,35.42,0,1,Jan,1,1
140,2023-01-02 00:17:11.636632732,Beauty,South,COD,1,2513.06,15.0,2136.1,1366.99,769.11,36.01,0,1,Jan,1,1
141,2023-01-02 00:27:40.641212824,Beauty,West,Net Banking,4,1061.83,0.0,4247.32,2050.73,2196.59,51.72,0,1,Jan,1,1
142,2023-01-02 00:38:09.645792915,Clothing,West,Credit Card,3,2379.11,25.0,5353.0,3612.62,1740.38,32.51,0,1,Jan,1,1
143,2023-01-02 00:48:38.650373007,Home & Kitchen,Central,Credit Card,1,4331.0,15.0,3681.35,2227.58,1453.77,39.49,0,1,Jan,1,1
144,2023-01-02 00:59:07.654953099,Clothing,West,Debit Card,4,4754.38,10.0,17115.77,12245.63,4870.14,28.45,0,1,Jan,1,1
145,2023-01-02 01:09:36.659533190,Clothing,West,UPI,2,1875.03,10.0,3375.05,1756.34,1618.71,47.96,0,1,Jan,1,1
146,2023-01-02 01:20:05.664113282,Electronics,East,Credit Card,4,33873.61,15.0,115170.27,62299.47,52870.8,45.91,0,1,Jan,1,1
147,2023-01-02 01:30:34.668693373,Home & Kitchen,East,COD,4,13069.36,15.0,44435.82,31717.49,12718.33,28.62,0,1,Jan,1,1
148,2023-01-02 01:41:03.673273465,Home & Kitchen,West,Net Banking,2,3378.45,0.0,6756.9,3716.9,3040.0,44.99,0,1,Jan,1,1
149,2023-01-02 01:51:32.677853557,Electronics,Central,Net Banking,1,8276.19,15.0,7034.76,4356.94,2677.82,38.07,0,1,Jan,1,1
150,2023-01-02 02:02:01.682433648,Clothing,East,Credit Card,2,2507.12,15.0,4262.1,2313.21,1948.89,45.73,0,1,Jan,1,1
151,2023-01-02 02:12:30.687013740,Beauty,East,Credit Card,2,1336.55,10.0,2405.79,1725.7,680.09,28.27,0,1,Jan,1,1
152,2023-01-02 02:22:59.691593831,Electronics,West,UPI,5,66706.2,10.0,300177.9,183052.03,117125.87,39.02,0,1,Jan,1,1
153,2023-01-02 02:33:28.696173923,Electronics,Central,COD,2,8567.19,15.0,14564.22,10562.25,4001.97,27.48,0,1,Jan,1,1
154,2023-01-02 02:43:57.700754015,Home & Kitchen,West,UPI,1,1615.29,20.0,1292.23,1064.86,227.37,17.6,0,1,Jan,1,1
155,2023-01-02 02:54:26.705334106,Beauty,North,Credit Card,5,2195.97,5.0,10430.86,5198.08,5232.78,50.17,0,1,Jan,1,1
156,2023-01-02 03:04:55.709914198,Electronics,North,UPI,4,55063.06,0.0,220252.24,105511.27,114740.97,52.1,0,1,Jan,1,1
157,2023-01-02 03:15:24.714494289,Sports,Central,Credit Card,2,4539.33,0.0,9078.66,5706.24,3372.42,37.15,0,1,Jan,1,1
158,2023-01-02 03:25:53.719074381,Sports,North,Debit Card,5,3642.27,0.0,18211.35,11994.9,6216.45,34.14,0,1,Jan,1,1
159,2023-01-02 03:36:22.723654473,Electronics,Central,UPI,3,47062.58,5.0,134128.35,72931.43,61196.92,45.63,0,1,Jan,1,1
160,2023-01-02 03:46:51.728234564,Sports,North,Net Banking,4,9501.96,15.0,32306.66,18768.07,13538.59,41.91,0,1,Jan,1,1
161,2023-01-02 03:57:20.732814656,Clothing,South,UPI,3,4289.77,10.0,11582.38,6278.88,5303.5,45.79,0,1,Jan,1,1
162,2023-01-02 04:07:49.737394747,Sports,East,Credit Card,5,5711.74,15.0,24274.89,13614.07,10660.82,43.92,0,1,Jan,1,1
163,2023-01-02 04:18:18.741974839,Sports,West,Credit Card,2,3092.42,10.0,5566.36,3479.87,2086.49,37.48,0,1,Jan,1,1
164,2023-01-02 04:28:47.746554931,Home & Kitchen,Central,Credit Card,1,1956.05,5.0,1858.25,1201.35,656.9,35.35,0,1,Jan,1,1
165,2023-01-02 04:39:16.751135022,Electronics,North,Credit Card,4,30123.16,0.0,120492.64,62972.06,57520.58,47.74,0,1,Jan,1,1
166,2023-01-02 04:49:45.755715114,Books,South,Net Banking,5,500.21,15.0,2125.89,1596.5,529.39,24.9,0,1,Jan,1,1
167,2023-01-02 05:00:14.760295205,Clothing,North,Net Banking,2,4869.79,5.0,9252.6,5118.55,4134.05,44.68,0,1,Jan,1,1
168,2023-01-02 05:10:43.764875297,Electronics,South,Credit Card,5,24963.33,0.0,124816.65,75772.85,49043.8,39.29,0,1,Jan,1,1
169,2023-01-02 05:21:12.769455389,Electronics,West,Credit Card,1,71988.09,0.0,71988.09,36466.89,35521.2,49.34,0,1,Jan,1,1
170,2023-01-02 05:31:41.774035480,Home & Kitchen,East,Credit Card,4,16764.2,5.0,63703.96,37599.77,26104.19,40.98,0,1,Jan,1,1
171,2023-01-02 05:42:10.778615572,Sports,East,Credit Card,5,9593.56,30.0,33577.46,22883.41,10694.05,31.85,0,1,Jan,1,1
172,2023-01-02 05:52:39.783195663,Electronics,South,UPI,2,18262.86,0.0,36525.72,23632.87,12892.85,35.3,0,1,Jan,1,1
173,2023-01-02 06:03:08.787775755,Home & Kitchen,North,COD,2,1813.24,5.0,3445.16,1676.42,1768.74,51.34,0,1,Jan,1,1
174,2023-01-02 06:13:37.792355847,Electronics,East,Credit Card,5,11896.55,5.0,56508.61,29290.65,27217.96,48.17,0,1,Jan,1,1
175,2023-01-02 06:24:06.796935938,Sports,North,Credit Card,1,404.98,15.0,344.23,234.99,109.24,31.73,0,1,Jan,1,1
176,2023-01-02 06:34:35.801516030,Electronics,Central,Debit Card,2,58894.6,0.0,117789.2,59519.27,58269.93,49.47,0,1,Jan,1,1
177,2023-01-02 06:45:04.806096121,Sports,North,COD,1,6521.69,30.0,4565.18,3649.28,915.9,20.06,1,1,Jan,1,1
178,2023-01-02 06:55:33.810676213,Clothing,Central,COD,2,4184.31,0.0,8368.62,4378.87,3989.75,47.68,0,1,Jan,1,1
179,2023-01-02 07:06:02.815256305,Beauty,Central,Credit Card,3,1471.62,15.0,3752.63,2213.71,1538.92,41.01,0,1,Jan,1,1
180,2023-01-02 07:16:31.819836396,Electronics,East,UPI,1,64512.67,15.0,54835.77,33456.38,21379.39,38.99,0,1,Jan,1,1
181,2023-01-02 07:27:00.824416488,Clothing,Central,UPI,1,3594.39,15.0,3055.23,1698.11,1357.12,44.42,0,1,Jan,1,1
182,2023-01-02 07:37:29.828996579,Electronics,North,Credit Card,4,20260.97,15.0,68887.3,37058.56,31828.74,46.2,0,1,Jan,1,1
183,2023-01-02 07:47:58.833576671,Beauty,West,Credit Card,5,842.84,5.0,4003.49,2233.72,1769.77,44.21,0,1,Jan,1,1
184,2023-01-02 07:58:27.838156763,Books,North,UPI,5,197.65,20.0,790.6,459.93,330.67,41.83,0,1,Jan,1,1
185,2023-01-02 08:08:56.842736854,Clothing,South,Debit Card,1,2846.23,0.0,2846.23,1492.8,1353.43,47.55,0,1,Jan,1,1
186,2023-01-02 08:19:25.847316946,Sports,South,UPI,4,6680.59,15.0,22714.01,17752.57,4961.44,21.84,0,1,Jan,1,1
187,2023-01-02 08:29:54.851897037,Books,North,COD,3,1075.15,5.0,3064.18,1487.71,1576.47,51.45,0,1,Jan,1,1
188,2023-01-02 08:40:23.856477129,Home & Kitchen,South,Net Banking,4,1421.75,0.0,5687.0,3312.04,2374.96,41.76,0,1,Jan,1,1
189,2023-01-02 08:50:52.861057221,Home & Kitchen,West,COD,2,19989.4,15.0,33981.98,22555.59,11426.39,33.62,0,1,Jan,1,1
